200510111523200014_2_1x1	有 些 不 喜 欢 流 行 歌 曲 的 人 也 说 流 行 歌 曲 能 引 起 不 好 的 作 用 。	NONE	NONE	C C C C C C C C C C C C C C C C C C C C C C C S S C	有 些 不 喜 欢 流 行 歌 曲 的 人 也 说 流 行 歌 曲 能 引 起 不 好 的 后 果 。
200505204525200257_2_2x2	如 果 它 呈 出 不 太 香 的 颜 色 ， 那 就 意 味 着 它 颜 色 的 来 源 — — 你 ， 就 是 教 给 它 呈 出 那 样 的 味 道 的 。 如 果 你 将 一 块 “ 白 布 ” 成 功 地 染 上 的 话 ， 会 出 什 么 样 的 颜 色 呢 ？	NONE	NONE	C C C C C C C S C C C C C C C C C C C C C C C C C C C C C C C C C S S C C C C C M C C C C C C C C C C C C C C C M C C C C C C C C C C C C	如 果 它 呈 出 不 太 美 的 颜 色 ， 那 就 意 味 着 它 颜 色 的 来 源 — — 你 ， 就 是 教 给 它 呈 出 那 样 的 颜 色 的 人 没 教 好 。 如 果 你 将 一 块 “ 白 布 ” 成 功 地 染 上 颜 色 的 话 ， 会 出 什 么 样 的 颜 色 呢 ？
200405109525200464_2_5x1	这 都 是 他 们 自 己 引 起 的 ， 埋 怨 什 么 呢 ？	NONE	NONE	C C C C C C C S S C C C C C C C C	这 都 是 他 们 自 己 造 成 的 ， 埋 怨 什 么 呢 ？
200310576525200063_2_6x1	他 长 大 以 后 突 然 产 生 要 跟 女 孩 交 玩 儿 的 念 头 。	NONE	NONE	C C C C C C C C C C C C C S S S C C C C	他 长 大 以 后 突 然 产 生 要 跟 女 孩 儿 玩 耍 的 念 头 。
200307271523200070_2_2x1	可 是 我 觉 得 饥 饿 是 用 科 学 机 技 来 能 解 决 问 题 ， 所 以 我 认 为 吃 “ 绿 色 食 品 ” 是 还 是 重 要 的 问 题 。	NONE	NONE	C C C C C C C C C C C S S R C C C M C C C C C C C C C C C C C C C S S C C C C C C	可 是 我 觉 得 饥 饿 是 用 科 学 技 术 能 解 决 的 问 题 ， 所 以 我 认 为 吃 “ 绿 色 食 品 ” 是 更 重 要 的 问 题 。
200510302523100195_2_9x2	如 果 他 喜 欢 听 什 么 ， 就 能 听 什 么 。 因 为 这 种 现 象 ， 因 韩 流 而 得 到 的 经 济 利 益 也 很 多 。	NONE	NONE	R R C C C C C C C C C C C C C C C C C C C C M C C C C C C C C C C C C C C	他 喜 欢 听 什 么 ， 就 能 听 什 么 。 因 为 这 种 现 象 ， 韩 国 因 韩 流 而 得 到 的 经 济 利 益 也 很 多 。
200505522522250013_2_7x1	认 识 到 结 婚 过 程 不 满 六 个 月 ， 也 可 以 说 我 的 故 事 中 我 是 主 动 的 。	NONE	NONE	C C C C C M C C C C C C C C C C C M C C C C C C C C C C	认 识 到 结 婚 的 过 程 不 满 六 个 月 ， 也 可 以 说 在 我 的 故 事 中 我 是 主 动 的 。
200405205525200162_2_1x1	大 家 都 知 道 吸 烟 是 害 健 康 的 。	NONE	NONE	C C C C C C C C S C C C C	大 家 都 知 道 吸 烟 是 损 害 健 康 的 。
200510540540200023_2_1x1	我 想 起 ， 在 上 高 中 至 念 大 学 时 我 有 跟 着 流 行 。	NONE	NONE	C C C C C C C C C C C C C C S C C C C C	我 想 起 ， 在 上 高 中 至 念 大 学 时 我 就 跟 着 流 行 。
200405109525101600_2_13x1	” 我 认 为 ： 这 个 学 生 抽 烟 的 现 象 是 走 上 失 足 青 年 的 第 一 步 。	NONE	NONE	C C C C C C C C C C C R R R C S S C C C C C C C C C	” 我 认 为 ： 这 个 学 生 抽 烟 的 现 象 是 成 为 失 足 青 年 的 第 一 步 。
